date,left_gap,right_gap,selected_source,confidence_edge,left_code,left_pred,left_true,right_code,right_pred,right_true,selected_code,selected_pred,selected_true,fold_year,disagreement,selected_is_left,selected_matches_left_pick,selected_matches_right_pick,top1_change_vs_left,top1_change_vs_right,selected_return,left_return,right_return,selector_alpha_vs_left,selector_alpha_vs_right,switch_from_prev,is_top_decile_day,is_bottom_decile_day
2015-04-27,0.00040388890000000056,0.0033935700000000124,right,-0.002989681100000012,SZ300005,0.0054800645,0.026641915,SZ002625,0.07570321,0.06176951,SZ002625,0.07570321,0.06176951,2015,True,False,False,True,True,False,0.06176951,0.026641915,0.06176951,0.035127595,0.0,False,False,False
2015-04-28,0.00040025099999999904,0.0018457159999999972,right,-0.0014454649999999982,SH603766,0.008605656,0.05396679,SH603003,0.05871646,-0.028603794,SH603003,0.05871646,-0.028603794,2015,True,False,False,True,True,False,-0.028603794,0.05396679,-0.028603794,-0.082570584,0.0,False,False,False
2015-04-29,0.0028563320000000005,0.005965779999999997,right,-0.0031094479999999964,SZ002458,0.009304275,-0.0011873664,SZ300059,0.065542586,-0.12857428,SZ300059,0.065542586,-0.12857428,2015,True,False,False,True,True,False,-0.12857428,-0.0011873664,-0.12857428,-0.1273869136,0.0,False,False,True
2015-04-30,0.0006185679999999999,0.0036964899999999967,right,-0.003077921999999997,SZ300353,0.011232754,0.089430176,SH603003,0.07185562,-0.076008126,SH603003,0.07185562,-0.076008126,2015,True,False,False,True,True,False,-0.076008126,0.089430176,-0.076008126,-0.16543830199999998,0.0,False,False,False
2015-05-04,0.000596737,0.009194460000000002,right,-0.008597723000000002,SH600620,0.010366758,0.023341542,SZ300059,0.08352137,-0.029210621,SZ300059,0.08352137,-0.029210621,2015,True,False,False,True,True,False,-0.029210621,0.023341542,-0.029210621,-0.052552163,0.0,False,False,False
2015-05-05,0.0015791700000000013,0.00790664399999999,right,-0.006327473999999989,SH600637,0.010723345,0.013350832,SZ002261,0.082256004,0.0724364,SZ002261,0.082256004,0.0724364,2015,True,False,False,True,True,False,0.0724364,0.013350832,0.0724364,0.059085568,0.0,False,False,False
2015-05-06,0.0014991200000000014,0.008855710000000003,right,-0.007356590000000001,SZ002469,0.010424976,0.03503216,SZ002517,0.09209676,0.10285714,SZ002517,0.09209676,0.10285714,2015,True,False,False,True,True,False,0.10285714,0.03503216,0.10285714,0.06782498,0.0,False,True,False
2015-05-07,0.0006913419999999993,0.005404584000000004,right,-0.004713242000000005,SH601390,0.011072654,0.016624685,SZ000796,0.074674144,0.22880189,SZ000796,0.074674144,0.22880189,2015,True,False,False,True,True,False,0.22880189,0.016624685,0.22880189,0.212177205,0.0,False,True,False
2015-05-08,0.0008296104999999995,0.008513099999999996,right,-0.007683489499999996,SH600725,0.0095808115,7.2229755e-13,SZ002517,0.071729764,-0.07093161,SZ002517,0.071729764,-0.07093161,2015,True,False,False,True,True,False,-0.07093161,7.2229755e-13,-0.07093161,-0.0709316100007223,0.0,False,False,False
2015-05-11,0.00023287250000000002,0.00860946,right,-0.0083765875,SZ002314,0.0071865865,0.0060544903,SZ002517,0.06766477,0.001826484,SZ002517,0.06766477,0.001826484,2015,True,False,False,True,True,False,0.001826484,0.0060544903,0.001826484,-0.0042280063,0.0,False,False,False
